County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,log_price,SaleYear,SaleMonth,Region,YearMonth,SaleMonthIndex,Region_Encoded
Cork,140000.0,0,0,0,11.849404844423074,2018,10,Cork,201810,34,12.165988095792768
Clare,84000.0,0,0,0,11.338583982516496,2018,8,Clare,201808,32,11.667214562220138
Dublin,335000.0,0,0,0,12.721888795877376,2018,10,DUBLIN2,201810,34,12.86690946372575
Laois,25000.0,0,1,1,10.12667110305036,2018,11,Laois,201811,35,11.731707045665724
Kildare,177000.0,0,0,0,12.08391066125752,2018,5,Kildare,201805,29,12.322312193447285
Dublin,188500.0,0,0,0,12.14685859089592,2018,3,DUBLIN1,201803,27,12.428985726095533
Donegal,88105.73,0,0,0,11.386304199472049,2018,2,Donegal,201802,26,11.459397418934007
Offaly,75000.0,0,0,0,11.225256725762891,2018,7,Offaly,201807,31,11.666677309439239
Donegal,91000.0,0,0,0,11.418625774449598,2018,8,Donegal,201808,32,11.459397418934007
Westmeath,100000.0,0,0,0,11.51293546492023,2018,11,Westmeath,201811,35,11.771167248734457
Wicklow,225000.0,0,0,0,12.323860125621126,2018,10,Wicklow,201810,34,12.462351550701587
Dublin,1350000.0,0,0,0,14.11561589115508,2018,6,DUBLIN_OTHER,201806,30,12.792165024651501
Carlow,235000.0,0,0,0,12.367345048436391,2018,1,Carlow,201801,25,11.819999313691447
Dublin,1250000.0,0,0,0,14.038654909278163,2018,10,DUBLIN_OTHER,201810,34,12.792165024651501
Tipperary,30000.0,0,0,0,10.308985993422082,2018,6,Tipperary,201806,30,11.428303744800901
Longford,20000.0,0,1,1,9.90353755128617,2018,8,Longford,201808,32,11.314317582203296
Dublin,669604.0,0,1,1,13.414443265274087,2018,5,DUBLIN_OTHER,201805,29,12.792165024651501
Dublin,625000.0,0,0,0,13.34550852871726,2018,7,DUBLIN16,201807,31,13.007190407985902
Dublin,900000.0,0,0,0,13.71015115341694,2018,10,DUBLIN6,201810,34,13.274937026093742
Dublin,325000.0,0,0,0,12.691583538230216,2018,9,DUBLIN_OTHER,201809,33,12.792165024651501
Dublin,205625.0,0,0,0,12.233814263711832,2018,12,DUBLIN3,201812,36,12.835191168323316
Kerry,178000.0,0,0,0,12.08954444723597,2018,11,Kerry,201811,35,11.73112026424403
Dublin,575000.0,0,0,0,13.26212705890841,2018,11,DUBLIN_OTHER,201811,35,12.792165024651501
Roscommon,30000.0,0,0,0,10.308985993422082,2018,7,Roscommon,201807,31,11.207002852845791
Galway,44053.0,0,1,1,10.693171433144103,2018,1,Galway,201801,25,11.944721715705228
Dublin,500000.0,0,0,0,13.122365377402328,2018,6,DUBLIN3,201806,30,12.835191168323316
Kildare,220000.0,0,0,0,12.301387370778713,2018,6,Kildare,201806,30,12.322312193447285
Sligo,140400.0,0,0,0,11.852257893055606,2018,11,Sligo,201811,35,11.668543127047732
Cork,308282.0,0,1,1,12.63877347125758,2018,10,Cork,201810,34,12.165988095792768
Donegal,237885.0,0,1,1,12.379546846303851,2018,10,Donegal,201810,34,11.459397418934007
Dublin,320000.0,1,0,0,12.676079399771028,2018,1,DUBLIN18,201801,25,13.085387873422622
Cork,163000.0,0,0,0,12.001511614739403,2018,3,Cork,201803,27,12.165988095792768
Kerry,216000.0,0,0,0,12.283038316285214,2018,9,Kerry,201809,33,11.73112026424403
Westmeath,110000.0,0,0,0,11.60824473564232,2018,1,Westmeath,201801,25,11.771167248734457
Kildare,462555.0,0,1,1,13.044522909685975,2018,7,Kildare,201807,31,12.322312193447285
Longford,97000.0,0,0,0,11.48247656671073,2018,5,Longford,201805,29,11.314317582203296
Wexford,215000.0,0,0,0,12.278397958261774,2018,6,Wexford,201806,30,11.83944843288389
Dublin,359500.0,0,0,0,12.792472237780538,2018,10,DUBLIN13,201810,34,12.636783970041803
Dublin,610000.0,0,0,0,13.321215875492411,2018,5,DUBLIN6,201805,29,13.274937026093742
Galway,1400000.0,0,0,0,14.151983508870948,2018,2,Galway,201802,26,11.944721715705228
Kildare,370044.05,0,1,1,12.821380033965411,2018,10,Kildare,201810,34,12.322312193447285
Dublin,555000.0,0,0,0,13.22672519452875,2018,9,DUBLIN_OTHER,201809,33,12.792165024651501
Offaly,200000.0,0,0,0,12.206077645517674,2018,4,Offaly,201804,28,11.666677309439239
Roscommon,41000.0,0,0,0,10.62135173563291,2018,4,Roscommon,201804,28,11.207002852845791
Offaly,90000.0,0,0,0,11.407576060361786,2018,11,Offaly,201811,35,11.666677309439239
Sligo,125000.0,0,0,0,11.736077016252436,2018,7,Sligo,201807,31,11.668543127047732
Sligo,35242.0,0,1,1,10.470022206960202,2018,11,Sligo,201811,35,11.668543127047732
Dublin,610000.0,0,0,0,13.321215875492411,2018,6,DUBLIN3,201806,30,12.835191168323316
Meath,277533.04,0,1,1,12.533698871312351,2018,7,Meath,201807,31,12.347738879653729
Waterford,445000.0,0,0,0,13.005831808336865,2018,5,Waterford,201805,29,11.70598561576006
Limerick,260000.0,0,0,0,12.468440756144114,2018,2,Limerick,201802,26,11.807910704038118
Galway,60000.0,1,0,0,11.002116507732016,2018,1,Galway,201801,25,11.944721715705228
Donegal,32000.0,0,0,0,10.373522431293592,2018,12,Donegal,201812,36,11.459397418934007
Kerry,158000.0,0,0,0,11.970356641103,2018,4,Kerry,201804,28,11.73112026424403
Cork,90000.0,0,0,0,11.407576060361786,2018,5,Cork,201805,29,12.165988095792768
Dublin,475000.0,0,0,0,13.07107218827772,2018,3,DUBLIN3,201803,27,12.835191168323316
Kerry,80000.0,0,1,1,11.289794413577894,2018,3,Kerry,201803,27,11.73112026424403
Wexford,178500.0,0,0,0,12.092349482427034,2018,12,Wexford,201812,36,11.83944843288389
Limerick,307000.0,0,0,0,12.63460628389302,2018,3,Limerick,201803,27,11.807910704038118
Dublin,750000.0,0,0,0,13.527829818844936,2018,2,DUBLIN9,201802,26,12.720079795790353
Dublin,560000.0,0,0,0,13.235693848424024,2018,6,DUBLIN_OTHER,201806,30,12.792165024651501
Dublin,214285.71,0,0,0,12.275070163672996,2018,1,DUBLIN3,201801,25,12.835191168323316
Carlow,320000.0,0,0,0,12.676079399771028,2018,9,Carlow,201809,33,11.819999313691447
Dublin,370000.0,0,0,0,12.821260987319455,2018,5,DUBLIN_OTHER,201805,29,12.792165024651501
Westmeath,41000.0,0,0,0,10.62135173563291,2018,8,Westmeath,201808,32,11.771167248734457
Dublin,325000.0,1,1,1,12.691583538230216,2018,2,DUBLIN_OTHER,201802,26,12.792165024651501
Dublin,396347.0,0,0,0,12.89004789220741,2018,11,DUBLIN_OTHER,201811,35,12.792165024651501
Meath,385000.0,0,0,0,12.861001210669146,2018,6,Meath,201806,30,12.347738879653729
Cavan,100000.0,0,0,0,11.51293546492023,2018,10,Cavan,201810,34,11.406270901618887
Dublin,600000.0,0,1,1,13.304686600863562,2018,5,DUBLIN_OTHER,201805,29,12.792165024651501
Meath,418502.0,0,1,1,12.944439337344756,2018,3,Meath,201803,27,12.347738879653729
Dublin,339207.04,0,1,1,12.734368885449166,2018,9,DUBLIN_OTHER,201809,33,12.792165024651501
Dublin,415000.0,0,0,0,12.936036208848488,2018,11,DUBLIN16,201811,35,13.007190407985902
Cork,55000.0,0,0,0,10.915106645867503,2018,7,Cork,201807,31,12.165988095792768
Monaghan,20000.0,0,0,0,9.90353755128617,2018,1,Monaghan,201801,25,11.546579932283274
Dublin,312775.0,0,1,1,12.653242558366966,2018,12,DUBLIN_OTHER,201812,36,12.792165024651501
Laois,188500.0,0,0,0,12.14685859089592,2018,11,Laois,201811,35,11.731707045665724
Dublin,283000.0,0,0,0,12.553205710188037,2018,11,DUBLIN12,201811,35,12.621004148663891
Donegal,90000.0,0,0,0,11.407576060361786,2018,8,Donegal,201808,32,11.459397418934007
Dublin,190333.33,0,0,0,12.156537436383648,2018,7,DUBLIN_OTHER,201807,31,12.792165024651501
Clare,181500.0,0,0,0,12.109016442313738,2018,5,Clare,201805,29,11.667214562220138
Tipperary,60000.0,0,0,0,11.002116507732016,2018,2,Tipperary,201802,26,11.428303744800901
Clare,495000.0,0,0,0,13.112315061750808,2018,12,Clare,201812,36,11.667214562220138
Roscommon,100000.0,0,0,0,11.51293546492023,2018,1,Roscommon,201801,25,11.207002852845791
Dublin,260000.0,0,0,0,12.468440756144114,2018,12,DUBLIN5,201812,36,12.67924578677129
Dublin,7500000.0,0,0,0,15.830413711839864,2018,8,DUBLIN_OTHER,201808,32,12.792165024651501
Meath,133000.0,0,0,0,11.798111925972618,2018,10,Meath,201810,34,12.347738879653729
Kildare,284000.0,0,0,0,12.556733038263904,2018,4,Kildare,201804,28,12.322312193447285
Dublin,578571.0,0,0,0,13.268318277681242,2018,10,DUBLIN6,201810,34,13.274937026093742
Donegal,243000.0,0,0,0,12.400820837540556,2018,2,Donegal,201802,26,11.459397418934007
Kerry,231000.0,0,0,0,12.35017731849889,2018,12,Kerry,201812,36,11.73112026424403
Dublin,265000.0,0,0,0,12.487488878546143,2018,10,DUBLIN_OTHER,201810,34,12.792165024651501
Meath,295000.0,0,0,0,12.59473402514672,2018,5,Meath,201805,29,12.347738879653729
Kerry,135000.0,0,0,0,11.81303746480054,2018,6,Kerry,201806,30,11.73112026424403
Tipperary,173000.0,0,0,0,12.06105265381003,2018,9,Tipperary,201809,33,11.428303744800901
Westmeath,195000.0,0,0,0,12.180759965737863,2018,10,Westmeath,201810,34,11.771167248734457
Dublin,200000.0,0,0,0,12.206077645517674,2018,10,DUBLIN14,201810,34,13.073928554401666
Wexford,233480.17,0,1,1,12.360856710441029,2018,1,Wexford,201801,25,11.83944843288389
Kerry,448000.0,0,0,0,13.012550743537489,2018,1,Kerry,201801,25,11.73112026424403
Offaly,203000.0,0,0,0,12.220966184120163,2018,11,Offaly,201811,35,11.666677309439239
Cork,268722.47,0,1,1,12.501438137272167,2018,10,Cork,201810,34,12.165988095792768
Wicklow,405000.0,0,0,0,12.91164481522143,2018,3,Wicklow,201803,27,12.462351550701587
Cork,288000.0,0,0,0,12.570719231334277,2018,9,Cork,201809,33,12.165988095792768
Laois,30000.0,0,1,1,10.308985993422082,2018,6,Laois,201806,30,11.731707045665724
Laois,195000.0,0,0,0,12.180759965737863,2018,7,Laois,201807,31,11.731707045665724
Cork,160000.0,0,0,0,11.982935344196433,2018,2,Cork,201802,26,12.165988095792768
Cork,211000.0,0,0,0,12.259618151783464,2018,10,Cork,201810,34,12.165988095792768
Dublin,361233.48,0,1,1,12.797282555548172,2018,8,DUBLIN_OTHER,201808,32,12.792165024651501
Tipperary,150000.0,1,0,0,11.918397239722838,2018,9,Tipperary,201809,33,11.428303744800901
Sligo,50855.66,0,0,0,10.83676636635176,2018,12,Sligo,201812,36,11.668543127047732
Limerick,221000.0,0,0,0,12.30592250537653,2018,3,Limerick,201803,27,11.807910704038118
Galway,50000.0,0,0,0,10.819798284210286,2018,4,Galway,201804,28,11.944721715705228
Kildare,325111.0,0,1,1,12.691925017330249,2018,5,Kildare,201805,29,12.322312193447285
Cork,224669.0,0,1,1,12.322387937911522,2018,6,Cork,201806,30,12.165988095792768
Galway,255000.0,0,0,0,12.449022745701502,2018,8,Galway,201808,32,11.944721715705228
Kildare,345000.0,0,0,0,12.75130259456002,2018,10,Kildare,201810,34,12.322312193447285
Cork,605000.0,0,0,0,13.312985389904174,2018,12,Cork,201812,36,12.165988095792768
Laois,75000.0,0,0,0,11.225256725762891,2018,8,Laois,201808,32,11.731707045665724
Dublin,318000.0,0,0,0,12.669809806411456,2018,2,DUBLIN_OTHER,201802,26,12.792165024651501
Dublin,300000.0,0,0,0,12.611541086966117,2018,8,DUBLIN_OTHER,201808,32,12.792165024651501
Dublin,3170000.0,0,0,0,14.969242461310827,2018,7,DUBLIN_OTHER,201807,31,12.792165024651501
Meath,281938.33,0,1,1,12.549447184929951,2018,1,Meath,201801,25,12.347738879653729
Mayo,225000.0,0,0,0,12.323860125621126,2018,4,Mayo,201804,28,11.553941482558407
Wexford,155000.0,0,0,0,11.951186847493476,2018,6,Wexford,201806,30,11.83944843288389
Dublin,81161.39,1,0,0,11.30420724151011,2018,2,DUBLIN11,201802,26,12.231928552997406
Dublin,502230.0,0,1,1,13.126815452195563,2018,3,DUBLIN_OTHER,201803,27,12.792165024651501
Dublin,2046324.0,0,0,0,14.531556059408748,2018,10,DUBLIN_OTHER,201810,34,12.792165024651501
Dublin,300000.0,0,0,0,12.611541086966117,2018,2,DUBLIN_OTHER,201802,26,12.792165024651501
Kildare,235682.0,0,1,1,12.37024296073968,2018,2,Kildare,201802,26,12.322312193447285
Meath,290748.75,0,1,1,12.580218210535314,2018,10,Meath,201810,34,12.347738879653729
Dublin,300000.0,1,1,1,12.611541086966117,2018,12,DUBLIN_OTHER,201812,36,12.792165024651501
Dublin,295153.0,0,1,1,12.595252533007969,2018,10,DUBLIN_OTHER,201810,34,12.792165024651501
Offaly,162000.0,0,0,0,11.995357787034976,2018,9,Offaly,201809,33,11.666677309439239
Tipperary,185000.0,0,0,0,12.128116509451258,2018,5,Tipperary,201805,29,11.428303744800901
Dublin,217000.0,0,0,0,12.28765724080691,2018,8,DUBLIN11,201808,32,12.231928552997406
Tipperary,255000.0,0,0,0,12.449022745701502,2018,8,Tipperary,201808,32,11.428303744800901
Kildare,281938.0,0,1,1,12.549446014464683,2018,11,Kildare,201811,35,12.322312193447285
Dublin,297000.0,0,0,0,12.601490784782536,2018,10,DUBLIN18,201810,34,13.085387873422622
Kildare,273127.0,0,1,1,12.51769582875336,2018,3,Kildare,201803,27,12.322312193447285
Laois,75000.0,1,0,0,11.225256725762891,2018,5,Laois,201805,29,11.731707045665724
Dublin,355000.0,0,0,0,12.779875885354992,2018,1,DUBLIN9,201801,25,12.720079795790353
Dublin,320000.0,0,0,0,12.676079399771028,2018,11,DUBLIN11,201811,35,12.231928552997406
Cork,165000.0,0,0,0,12.013706813470414,2018,6,Cork,201806,30,12.165988095792768
Mayo,47000.0,0,0,0,10.757924157061597,2018,8,Mayo,201808,32,11.553941482558407
Dublin,258000.0,0,0,0,12.460718739865236,2018,8,DUBLIN15,201808,32,12.602218840989408
Kildare,246500.0,0,0,0,12.415121329251784,2018,7,Kildare,201807,31,12.322312193447285
Dublin,180000.0,0,0,0,12.100717685412471,2018,5,DUBLIN7,201805,29,12.563783287609677
Dublin,227500.0,0,0,0,12.334909912967875,2018,8,DUBLIN_OTHER,201808,32,12.792165024651501
Dublin,150000.0,0,0,0,11.918397239722838,2018,8,DUBLIN2,201808,32,12.86690946372575
Tipperary,182000.0,0,0,0,12.111767460549332,2018,12,Tipperary,201812,36,11.428303744800901
Wicklow,495000.0,0,0,0,13.112315061750808,2018,3,Wicklow,201803,27,12.462351550701587
Galway,120000.0,0,0,0,11.695255355062796,2018,3,Galway,201803,27,11.944721715705228
Cavan,190000.0,0,1,1,12.154784614286667,2018,12,Cavan,201812,36,11.406270901618887
Roscommon,120000.0,0,0,0,11.695255355062796,2018,6,Roscommon,201806,30,11.207002852845791
Kerry,26600.0,1,0,0,10.188704088048116,2018,5,Kerry,201805,29,11.73112026424403
Mayo,255000.0,0,0,0,12.449022745701502,2018,10,Mayo,201810,34,11.553941482558407
Kerry,396475.0,0,1,1,12.890370788590747,2018,9,Kerry,201809,33,11.73112026424403
Clare,229075.0,0,1,1,12.341809105206403,2018,2,Clare,201802,26,11.667214562220138
Dublin,560000.0,0,0,0,13.235693848424024,2018,3,DUBLIN12,201803,27,12.621004148663891
Cork,360000.0,0,0,0,12.793862088206213,2018,9,Cork,201809,33,12.165988095792768
Mayo,64500.0,0,0,0,11.07443600653965,2018,9,Mayo,201809,33,11.553941482558407
Kerry,55000.0,1,0,0,10.915106645867503,2018,8,Kerry,201808,32,11.73112026424403
Tipperary,77000.0,0,0,0,11.251573687764475,2018,5,Tipperary,201805,29,11.428303744800901
Cork,340000.0,0,0,0,12.73670383776449,2018,2,Cork,201802,26,12.165988095792768
Dublin,256000.0,0,0,0,12.45293662970407,2018,9,DUBLIN15,201809,33,12.602218840989408
Offaly,189000.0,0,0,0,12.149507585033072,2018,7,Offaly,201807,31,11.666677309439239
Dublin,213000.0,0,0,0,12.269052139516225,2018,3,DUBLIN_OTHER,201803,27,12.792165024651501
Wexford,250000.0,0,0,0,12.429220196836384,2018,5,Wexford,201805,29,11.83944843288389
Kildare,200000.0,0,0,0,12.206077645517674,2018,12,Kildare,201812,36,12.322312193447285
Kildare,231278.0,0,1,1,12.351380052917476,2018,11,Kildare,201811,35,12.322312193447285
Dublin,165000.0,0,0,0,12.013706813470414,2018,11,DUBLIN_OTHER,201811,35,12.792165024651501
Westmeath,227268.72,0,1,1,12.333892784952514,2018,4,Westmeath,201804,28,11.771167248734457
Kerry,540000.0,0,0,0,13.199326270390594,2018,8,Kerry,201808,32,11.73112026424403
Meath,252000.0,0,0,0,12.437188334739655,2018,6,Meath,201806,30,12.347738879653729
Dublin,484581.5,0,1,1,13.091042974454966,2018,4,DUBLIN_OTHER,201804,28,12.792165024651501
Louth,150000.0,0,0,0,11.918397239722838,2018,12,Louth,201812,36,12.001854688076284
Limerick,67610.0,0,0,0,11.121525970686776,2018,12,Limerick,201812,36,11.807910704038118
Galway,350000.0,0,0,0,12.765691290604371,2018,12,Galway,201812,36,11.944721715705228
Dublin,195000.0,0,0,0,12.180759965737863,2018,12,DUBLIN8,201812,36,12.462186656060013
Louth,148000.0,0,0,0,11.904974309480185,2018,12,Louth,201812,36,12.001854688076284
Wexford,292500.0,0,0,0,12.586223364451625,2018,11,Wexford,201811,35,11.83944843288389
Sligo,92500.0,0,0,0,11.434974734252892,2018,7,Sligo,201807,31,11.668543127047732
Limerick,339207.0,0,1,1,12.734368767527426,2018,10,Limerick,201810,34,11.807910704038118
Dublin,290000.0,0,1,1,12.577639650232571,2018,11,DUBLIN_OTHER,201811,35,12.792165024651501
Westmeath,185000.0,0,0,0,12.128116509451258,2018,11,Westmeath,201811,35,11.771167248734457
Dublin,720000.0,0,0,0,13.487007879880162,2018,2,DUBLIN13,201802,26,12.636783970041803
Dublin,356828.0,0,1,1,12.785011954412017,2018,6,DUBLIN15,201806,30,12.602218840989408
Kildare,105000.0,0,0,0,11.561725152903833,2018,2,Kildare,201802,26,12.322312193447285
Meath,55000.0,0,0,0,10.915106645867503,2018,2,Meath,201802,26,12.347738879653729
Donegal,30000.0,0,0,0,10.308985993422082,2018,9,Donegal,201809,33,11.459397418934007
Laois,245000.0,0,0,0,12.409017571151187,2018,8,Laois,201808,32,11.731707045665724
Waterford,215000.0,0,0,0,12.278397958261774,2018,10,Waterford,201810,34,11.70598561576006
Kerry,120000.0,0,0,0,11.695255355062796,2018,7,Kerry,201807,31,11.73112026424403
Dublin,378000.0,0,0,0,12.84265212010087,2018,10,DUBLIN4,201810,34,13.215242161160921
Laois,155000.0,0,0,0,11.951186847493476,2018,9,Laois,201809,33,11.731707045665724
Wicklow,335000.0,0,0,0,12.721888795877376,2018,1,Wicklow,201801,25,12.462351550701587
Wexford,125000.0,0,0,0,11.736077016252436,2018,1,Wexford,201801,25,11.83944843288389
Dublin,321000.0,0,0,0,12.679199517372098,2018,6,DUBLIN_OTHER,201806,30,12.792165024651501
Donegal,90000.0,0,0,0,11.407576060361786,2018,10,Donegal,201810,34,11.459397418934007
Dublin,165000.0,0,0,0,12.013706813470414,2018,11,DUBLIN8,201811,35,12.462186656060013
Dublin,310000.0,0,0,0,12.644330802262578,2018,11,DUBLIN_OTHER,201811,35,12.792165024651501
Galway,60000.0,0,0,0,11.002116507732016,2018,11,Galway,201811,35,11.944721715705228
Dublin,505000.0,0,0,0,13.132315688453556,2018,7,DUBLIN1,201807,31,12.428985726095533
Dublin,1275000.0,0,0,0,14.058457520888082,2018,2,DUBLIN4,201802,26,13.215242161160921
Leitrim,116000.0,0,0,0,11.661354090741,2018,10,Leitrim,201810,34,11.298417606923344
Dublin,650000.0,0,1,1,13.384729180332174,2018,7,DUBLIN_OTHER,201807,31,12.792165024651501
Dublin,325000.0,0,1,1,12.691583538230216,2018,1,DUBLIN_OTHER,201801,25,12.792165024651501
Dublin,298625.0,0,1,1,12.60694723330396,2018,7,DUBLIN_OTHER,201807,31,12.792165024651501
Tipperary,75000.0,1,0,0,11.225256725762891,2018,2,Tipperary,201802,26,11.428303744800901
Dublin,299559.47,0,1,1,12.610071579329892,2018,12,DUBLIN_OTHER,201812,36,12.792165024651501
Dublin,484581.0,0,1,1,13.091041942638387,2018,12,DUBLIN_OTHER,201812,36,12.792165024651501
Carlow,560000.0,0,0,0,13.235693848424024,2018,10,Carlow,201810,34,11.819999313691447
Cork,502000.0,0,0,0,13.126357390703754,2018,12,Cork,201812,36,12.165988095792768
Dublin,965000.0,0,0,0,13.779884416590017,2018,6,DUBLIN4,201806,30,13.215242161160921
Offaly,157500.0,0,0,0,11.967187086434018,2018,10,Offaly,201810,34,11.666677309439239
Kerry,145000.0,0,0,0,11.884495917930655,2018,9,Kerry,201809,33,11.73112026424403
Wicklow,320000.0,0,0,0,12.676079399771028,2018,10,Wicklow,201810,34,12.462351550701587
Limerick,307000.0,0,0,0,12.63460628389302,2018,3,Limerick,201803,27,11.807910704038118
Tipperary,92000.0,0,0,0,11.429554725537322,2018,8,Tipperary,201808,32,11.428303744800901
Meath,90000.0,0,0,0,11.407576060361786,2018,11,Meath,201811,35,12.347738879653729
Waterford,198237.0,0,1,1,12.197223608030802,2018,5,Waterford,201805,29,11.70598561576006
Kildare,282000.0,0,0,0,12.549665896013254,2018,12,Kildare,201812,36,12.322312193447285
Dublin,1290000.0,0,0,0,14.070153551531352,2018,9,DUBLIN4,201809,33,13.215242161160921
Louth,190000.0,0,0,0,12.154784614286667,2018,11,Louth,201811,35,12.001854688076284
Dublin,240000.0,0,0,0,12.388398368982116,2018,6,DUBLIN_OTHER,201806,30,12.792165024651501
Tipperary,215000.0,0,0,0,12.278397958261774,2018,1,Tipperary,201801,25,11.428303744800901
Roscommon,48000.0,0,0,0,10.778977123006351,2018,8,Roscommon,201808,32,11.207002852845791
Cork,155000.0,1,1,1,11.951186847493476,2018,12,Cork,201812,36,12.165988095792768
Dublin,645000.0,0,0,0,13.377007146164305,2018,7,DUBLIN_OTHER,201807,31,12.792165024651501
Cavan,122500.0,0,0,0,11.715874472198903,2018,8,Cavan,201808,32,11.406270901618887
Galway,47500.0,0,0,0,10.768506042432708,2018,5,Galway,201805,29,11.944721715705228
Tipperary,83000.0,0,0,0,11.326607934898927,2018,6,Tipperary,201806,30,11.428303744800901
Longford,145000.0,0,0,0,11.884495917930655,2018,1,Longford,201801,25,11.314317582203296
Dublin,230000.0,0,0,0,12.345838935721968,2018,9,DUBLIN_OTHER,201809,33,12.792165024651501
Clare,60000.0,0,0,0,11.002116507732016,2018,2,Clare,201802,26,11.667214562220138
Kildare,294000.0,0,0,0,12.59133844767558,2018,10,Kildare,201810,34,12.322312193447285
Kildare,213287.22,0,1,1,12.270399675555076,2018,2,Kildare,201802,26,12.322312193447285
Cork,155000.0,0,0,0,11.951186847493476,2018,5,Cork,201805,29,12.165988095792768
Limerick,360000.0,0,0,0,12.793862088206213,2018,9,Limerick,201809,33,11.807910704038118
Galway,130000.0,0,0,0,11.775297421715829,2018,2,Galway,201802,26,11.944721715705228
Wexford,2423182.0,0,0,0,14.700592523153883,2018,7,Wexford,201807,31,11.83944843288389
Cork,155000.0,0,0,0,11.951186847493476,2018,8,Cork,201808,32,12.165988095792768
Wexford,325000.0,0,0,0,12.691583538230216,2018,4,Wexford,201804,28,11.83944843288389
Offaly,305000.0,0,0,0,12.628070334272698,2018,12,Offaly,201812,36,11.666677309439239
Dublin,1975000.0,0,0,0,14.496079462646344,2018,4,DUBLIN_OTHER,201804,28,12.792165024651501
Monaghan,126000.0,0,0,0,11.744045122410055,2018,12,Monaghan,201812,36,11.546579932283274
Galway,47500.0,1,0,1,10.768506042432708,2018,8,Galway,201808,32,11.944721715705228
Laois,160000.0,0,0,0,11.982935344196433,2018,2,Laois,201802,26,11.731707045665724
Cavan,125000.0,0,0,0,11.736077016252436,2018,11,Cavan,201811,35,11.406270901618887
Limerick,199000.0,0,0,0,12.201065128819632,2018,4,Limerick,201804,28,11.807910704038118
Meath,325000.0,0,1,1,12.691583538230216,2018,11,Meath,201811,35,12.347738879653729
Cork,465000.0,0,1,1,13.049794835104816,2018,11,Cork,201811,35,12.165988095792768
Limerick,550000.0,0,0,0,13.21767537538882,2018,11,Limerick,201811,35,11.807910704038118
Dublin,230000.0,0,0,0,12.345838935721968,2018,10,DUBLIN_OTHER,201810,34,12.792165024651501
Dublin,362000.0,0,0,1,12.799402253235032,2018,11,DUBLIN_OTHER,201811,35,12.792165024651501
Galway,85000.0,0,0,0,11.350418300109132,2018,7,Galway,201807,31,11.944721715705228
Galway,275000.0,0,0,0,12.524530013005734,2018,6,Galway,201806,30,11.944721715705228
Kildare,312800.0,0,1,1,12.65332248457913,2018,8,Kildare,201808,32,12.322312193447285
Dublin,465000.0,0,0,0,13.049794835104816,2018,5,DUBLIN18,201805,29,13.085387873422622
Louth,60000.0,0,0,0,11.002116507732016,2018,10,Louth,201810,34,12.001854688076284
Louth,315000.0,0,0,0,12.660331092405906,2018,5,Louth,201805,29,12.001854688076284
Tipperary,205000.0,0,0,0,12.230770136157428,2018,10,Tipperary,201810,34,11.428303744800901
Clare,60000.0,0,0,0,11.002116507732016,2018,8,Clare,201808,32,11.667214562220138
Mayo,92500.0,0,0,0,11.434974734252892,2018,5,Mayo,201805,29,11.553941482558407
Limerick,265000.0,0,0,0,12.487488878546143,2018,2,Limerick,201802,26,11.807910704038118
Dublin,170000.0,0,0,0,12.04355959836804,2018,6,DUBLIN_OTHER,201806,30,12.792165024651501
Galway,340000.0,0,0,0,12.73670383776449,2018,5,Galway,201805,29,11.944721715705228
Donegal,132158.59,0,1,1,11.791765486449751,2018,11,Donegal,201811,35,11.459397418934007
Westmeath,170000.0,0,0,0,12.04355959836804,2018,2,Westmeath,201802,26,11.771167248734457
Donegal,155000.0,0,0,0,11.951186847493476,2018,7,Donegal,201807,31,11.459397418934007
Leitrim,28314.66,0,0,0,10.25117028747632,2018,3,Leitrim,201803,27,11.298417606923344
Limerick,164000.0,0,0,0,12.00762780434872,2018,6,Limerick,201806,30,11.807910704038118
Cork,270037.5,0,1,1,12.506319820407748,2018,5,Cork,201805,29,12.165988095792768
Dublin,504995.0,0,1,1,13.132305787434047,2018,5,DUBLIN_OTHER,201805,29,12.792165024651501
Cork,263417.62,0,1,1,12.481499756757142,2018,11,Cork,201811,35,12.165988095792768
Limerick,256000.0,0,0,0,12.45293662970407,2018,10,Limerick,201810,34,11.807910704038118
Meath,370043.0,0,1,1,12.821377196469031,2018,7,Meath,201807,31,12.347738879653729
Galway,47000.0,0,0,0,10.757924157061597,2018,4,Galway,201804,28,11.944721715705228
Dublin,279735.68,0,1,1,12.541604011099572,2018,3,DUBLIN24,201803,27,12.350204422908659
Meath,339207.0,0,1,1,12.734368767527426,2018,10,Meath,201810,34,12.347738879653729
Kildare,420000.0,0,0,0,12.948012371209098,2018,9,Kildare,201809,33,12.322312193447285
Dublin,380000.0,0,0,0,12.847929163278051,2018,11,DUBLIN9,201811,35,12.720079795790353
Tipperary,145000.0,0,0,0,11.884495917930655,2018,9,Tipperary,201809,33,11.428303744800901
Galway,305000.0,0,0,0,12.628070334272698,2018,9,Galway,201809,33,11.944721715705228
Galway,70000.0,0,0,0,11.156264806643742,2018,11,Galway,201811,35,11.944721715705228
Kilkenny,295000.0,0,0,0,12.59473402514672,2018,10,Kilkenny,201810,34,11.869325103304098
Dublin,414096.0,0,1,1,12.933855524880514,2018,2,DUBLIN_OTHER,201802,26,12.792165024651501
Roscommon,139207.05,1,1,1,11.843724855670107,2018,11,Roscommon,201811,35,11.207002852845791
