County,Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,SaleYear,SaleMonth,Region
Dublin,132500.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,DUBLIN_OTHER
Galway,310000.0,No,Yes,New Dwelling house /Apartment,2016,7,NON_DUBLIN
Cork,66000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,NON_DUBLIN
Wexford,119000.0,No,No,New Dwelling house /Apartment,2016,6,NON_DUBLIN
Kildare,38773.56,No,Yes,New Dwelling house /Apartment,2016,9,NON_DUBLIN
Wicklow,675500.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,NON_DUBLIN
Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,NON_DUBLIN
Meath,133000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Offaly,26000.0,Yes,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Roscommon,100000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,NON_DUBLIN
Wexford,95000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,NON_DUBLIN
Galway,500000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Dublin,330000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,DUBLIN_OTHER
Cork,255000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,NON_DUBLIN
Wicklow,270000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,NON_DUBLIN
Dublin,295000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,DUBLIN_OTHER
Roscommon,74000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,NON_DUBLIN
Mayo,18000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,NON_DUBLIN
Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,DUBLIN8
Cork,80000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Kildare,117500.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,NON_DUBLIN
Dublin,360000.0,Yes,No,Second-Hand Dwelling house /Apartment,2016,10,DUBLIN9
Louth,230000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,NON_DUBLIN
Dublin,375771.0,No,Yes,New Dwelling house /Apartment,2016,2,DUBLIN_OTHER
Longford,115000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Dublin,173000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,DUBLIN10
Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,DUBLIN8
Dublin,311000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,DUBLIN24
Wicklow,255000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,NON_DUBLIN
Tipperary,222000.0,No,Yes,New Dwelling house /Apartment,2016,1,NON_DUBLIN
Cork,130000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,NON_DUBLIN
Waterford,535000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,NON_DUBLIN
Mayo,20000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,NON_DUBLIN
Clare,207500.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,NON_DUBLIN
Louth,109000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Dublin,436124.0,No,Yes,New Dwelling house /Apartment,2016,4,DUBLIN_OTHER
Kildare,155000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Dublin,140000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,DUBLIN15
Limerick,153500.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Dublin,424000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,DUBLIN8
Wexford,229075.0,No,Yes,New Dwelling house /Apartment,2016,9,NON_DUBLIN
Clare,170000.0,Yes,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,DUBLIN3
Roscommon,40000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,DUBLIN5
Dublin,250000.0,Yes,No,Second-Hand Dwelling house /Apartment,2016,12,DUBLIN_OTHER
Dublin,316640.96,No,Yes,New Dwelling house /Apartment,2016,5,DUBLIN_OTHER
Dublin,264317.18,No,Yes,New Dwelling house /Apartment,2016,4,DUBLIN_OTHER
Laois,16000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,NON_DUBLIN
Cork,185000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,NON_DUBLIN
Limerick,225000.0,No,Yes,New Dwelling house /Apartment,2016,5,NON_DUBLIN
Sligo,35000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,NON_DUBLIN
Cork,280000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Kerry,185000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,NON_DUBLIN
Limerick,105000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,NON_DUBLIN
Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,DUBLIN13
Roscommon,252000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,NON_DUBLIN
Louth,155000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,NON_DUBLIN
Dublin,150000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,DUBLIN12
Galway,255065.0,No,Yes,New Dwelling house /Apartment,2016,11,NON_DUBLIN
Roscommon,112000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,NON_DUBLIN
Dublin,321585.0,No,Yes,New Dwelling house /Apartment,2016,3,DUBLIN_OTHER
Donegal,81000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,NON_DUBLIN
Galway,175000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,NON_DUBLIN
Dublin,293000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,DUBLIN_OTHER
Dublin,432000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,DUBLIN5
Dublin,157439.65,No,Yes,New Dwelling house /Apartment,2016,9,DUBLIN_OTHER
Limerick,80000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,NON_DUBLIN
Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,DUBLIN15
Offaly,137000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,NON_DUBLIN
Cork,91806.17,No,Yes,New Dwelling house /Apartment,2016,9,NON_DUBLIN
Limerick,92677.7,No,Yes,New Dwelling house /Apartment,2016,11,NON_DUBLIN
Dublin,333000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,DUBLIN15
Cork,91806.17,No,Yes,New Dwelling house /Apartment,2016,9,NON_DUBLIN
Dublin,262500.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,DUBLIN_OTHER
Kildare,268722.5,No,Yes,New Dwelling house /Apartment,2016,11,NON_DUBLIN
Dublin,338000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,DUBLIN15
Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,DUBLIN_OTHER
Kerry,187500.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,NON_DUBLIN
Cork,205000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,NON_DUBLIN
Wexford,128732.2,No,Yes,New Dwelling house /Apartment,2016,11,NON_DUBLIN
Cavan,195000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,NON_DUBLIN
Tipperary,80000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Westmeath,140000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,NON_DUBLIN
Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,DUBLIN_OTHER
Cork,106000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Cork,34723.86,No,No,Second-Hand Dwelling house /Apartment,2016,2,NON_DUBLIN
Limerick,182500.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Dublin,221244.12,No,No,Second-Hand Dwelling house /Apartment,2016,7,DUBLIN14
Meath,225000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,NON_DUBLIN
Meath,150000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,NON_DUBLIN
Dublin,148011.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,DUBLIN_OTHER
Cork,138000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Roscommon,110132.0,No,Yes,New Dwelling house /Apartment,2016,7,NON_DUBLIN
Wicklow,395000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,NON_DUBLIN
Wicklow,257000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,NON_DUBLIN
Kildare,207049.0,No,Yes,New Dwelling house /Apartment,2016,8,NON_DUBLIN
Dublin,475000.0,Yes,No,Second-Hand Dwelling house /Apartment,2016,12,DUBLIN6
Dublin,195000.0,Yes,No,Second-Hand Dwelling house /Apartment,2016,8,DUBLIN_OTHER
Cork,287500.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,NON_DUBLIN
Cork,197000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Kildare,267000.0,No,No,Teach/Árasán Cónaithe Atháimhe,2016,2,NON_DUBLIN
Waterford,230000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,NON_DUBLIN
Dublin,90100.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,DUBLIN5
Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,DUBLIN_OTHER
Kilkenny,146000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,NON_DUBLIN
Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,DUBLIN7
Meath,214000.0,No,Yes,New Dwelling house /Apartment,2016,6,NON_DUBLIN
Dublin,361000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,DUBLIN12
Galway,73000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,NON_DUBLIN
Dublin,305000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,DUBLIN2
Donegal,70000.0,No,No,New Dwelling house /Apartment,2016,6,NON_DUBLIN
Mayo,150000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,NON_DUBLIN
Dublin,105705.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,DUBLIN24
Kerry,165000.0,No,Yes,New Dwelling house /Apartment,2016,10,NON_DUBLIN
Westmeath,145000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,NON_DUBLIN
Dublin,142550.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,DUBLIN7
Kilkenny,430000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,NON_DUBLIN
Kerry,58000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,NON_DUBLIN
Westmeath,185000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,NON_DUBLIN
Dublin,312500.0,Yes,No,Second-Hand Dwelling house /Apartment,2016,8,DUBLIN13
Limerick,77500.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Galway,110000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Kildare,176211.45,No,Yes,New Dwelling house /Apartment,2016,11,NON_DUBLIN
Cork,122850.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Dublin,547500.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,DUBLIN_OTHER
Dublin,251000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,DUBLIN12
Dublin,396475.0,No,Yes,New Dwelling house /Apartment,2016,11,DUBLIN_OTHER
Limerick,30000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Limerick,175770.0,No,Yes,New Dwelling house /Apartment,2016,3,NON_DUBLIN
Kerry,95000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,NON_DUBLIN
Cork,370000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Dublin,122500.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,DUBLIN5
Cork,75000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,NON_DUBLIN
Clare,92000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Westmeath,200000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Clare,85000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,NON_DUBLIN
Cork,360000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,NON_DUBLIN
Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,DUBLIN_OTHER
Monaghan,184000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,NON_DUBLIN
Dublin,640000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,DUBLIN_OTHER
Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,DUBLIN_OTHER
Kerry,265000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,NON_DUBLIN
Westmeath,212000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Wicklow,352422.0,No,Yes,New Dwelling house /Apartment,2016,11,NON_DUBLIN
Mayo,103000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,DUBLIN3
Dublin,321586.0,No,Yes,New Dwelling house /Apartment,2016,9,DUBLIN16
Dublin,377500.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,DUBLIN24
Dublin,590000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,DUBLIN_OTHER
Wexford,248000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,NON_DUBLIN
Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,DUBLIN15
Galway,359000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Cork,140000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,NON_DUBLIN
Galway,95000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Limerick,275000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,NON_DUBLIN
Dublin,262000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,DUBLIN16
Louth,36666.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,NON_DUBLIN
Kildare,110000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,NON_DUBLIN
Laois,80000.0,Yes,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Dublin,306167.0,No,Yes,New Dwelling house /Apartment,2016,7,DUBLIN16
Dublin,260000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,DUBLIN_OTHER
Galway,178000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,NON_DUBLIN
Dublin,23572.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,DUBLIN1
Dublin,110000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,DUBLIN1
Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,DUBLIN13
Dublin,588200.0,No,Yes,New Dwelling house /Apartment,2016,12,DUBLIN15
Waterford,130000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Carlow,295000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,NON_DUBLIN
Waterford,151396.0,No,Yes,New Dwelling house /Apartment,2016,7,NON_DUBLIN
Cork,225000.0,No,Yes,New Dwelling house /Apartment,2016,11,NON_DUBLIN
Louth,201761.0,No,Yes,New Dwelling house /Apartment,2016,7,NON_DUBLIN
Galway,195000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Dublin,500000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,DUBLIN_OTHER
Wexford,355000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,NON_DUBLIN
Kerry,130000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,NON_DUBLIN
Wicklow,224668.0,No,Yes,New Dwelling house /Apartment,2016,12,NON_DUBLIN
Dublin,155000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,DUBLIN1
Dublin,440000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,DUBLIN18
Wicklow,258000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Dublin,157000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,DUBLIN6
Dublin,147000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,DUBLIN11
Cork,50000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,NON_DUBLIN
Galway,130000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,NON_DUBLIN
Galway,100000.0,No,Yes,New Dwelling house /Apartment,2016,9,NON_DUBLIN
Wicklow,436123.0,No,Yes,New Dwelling house /Apartment,2016,9,NON_DUBLIN
Waterford,85000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,NON_DUBLIN
Mayo,29000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,NON_DUBLIN
Dublin,257709.0,No,Yes,New Dwelling house /Apartment,2016,7,DUBLIN_OTHER
Wexford,173745.0,Yes,Yes,New Dwelling house /Apartment,2016,8,NON_DUBLIN
Donegal,74000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,NON_DUBLIN
Cork,208000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,NON_DUBLIN
Carlow,185500.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Roscommon,460000.0,No,Yes,New Dwelling house /Apartment,2016,7,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,DUBLIN_OTHER
Wexford,147900.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Mayo,42500.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,DUBLIN_OTHER
Dublin,240000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,DUBLIN_OTHER
Dublin,165000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,DUBLIN8
Wexford,40000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Dublin,440088.1,No,Yes,New Dwelling house /Apartment,2016,12,DUBLIN_OTHER
Mayo,127000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,NON_DUBLIN
Dublin,301000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,DUBLIN9
Dublin,380000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,DUBLIN12
Tipperary,675000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Meath,200000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,NON_DUBLIN
Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,DUBLIN11
Carlow,96000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,NON_DUBLIN
Clare,60000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,NON_DUBLIN
Meath,175000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Dublin,286000.0,No,Yes,New Dwelling house /Apartment,2016,2,DUBLIN_OTHER
Dublin,530000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,DUBLIN6
Dublin,435000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,DUBLIN_OTHER
Wexford,150732.0,No,Yes,New Dwelling house /Apartment,2016,9,NON_DUBLIN
Cork,210000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,NON_DUBLIN
Dublin,320000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,DUBLIN_OTHER
Tipperary,337000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,NON_DUBLIN
Galway,80664.22,No,No,Second-Hand Dwelling house /Apartment,2016,5,NON_DUBLIN
Offaly,68000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,DUBLIN7
Galway,140000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Galway,220000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Longford,96000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,NON_DUBLIN
Cavan,150000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Laois,60000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,NON_DUBLIN
Wexford,45000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,NON_DUBLIN
Limerick,135000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Longford,68000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,NON_DUBLIN
Dublin,76000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,DUBLIN1
Wexford,155000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,NON_DUBLIN
Dublin,382500.0,No,No,New Dwelling house /Apartment,2016,5,DUBLIN_OTHER
Waterford,118000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Cork,46000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Cavan,96000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,NON_DUBLIN
Dublin,550000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,DUBLIN_OTHER
Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,DUBLIN13
Tipperary,190000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,NON_DUBLIN
Longford,200000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,NON_DUBLIN
Cork,254000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,NON_DUBLIN
Galway,330396.48,No,Yes,New Dwelling house /Apartment,2016,5,NON_DUBLIN
Donegal,125000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,NON_DUBLIN
Tipperary,292000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Kilkenny,125000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Tipperary,95000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,NON_DUBLIN
Wicklow,675500.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,NON_DUBLIN
Mayo,130000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,NON_DUBLIN
Meath,198237.89,No,Yes,New Dwelling house /Apartment,2016,12,NON_DUBLIN
Wexford,258000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Kilkenny,128000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,NON_DUBLIN
Wicklow,198000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,NON_DUBLIN
Dublin,178000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,DUBLIN_OTHER
Cork,200000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Dublin,249000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,DUBLIN7
Dublin,131923.31,No,No,Second-Hand Dwelling house /Apartment,2016,12,DUBLIN12
Dublin,219000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,DUBLIN6
Longford,32000.0,No,No,Second-Hand Dwelling house /Apartment,2016,4,NON_DUBLIN
Dublin,202000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,DUBLIN_OTHER
Dublin,510000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,DUBLIN_OTHER
Limerick,42050.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,NON_DUBLIN
Kildare,300000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,NON_DUBLIN
Offaly,170000.0,No,No,Second-Hand Dwelling house /Apartment,2016,12,NON_DUBLIN
Dublin,575000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,DUBLIN_OTHER
Westmeath,68000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,NON_DUBLIN
Limerick,250000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Cork,220264.32,No,Yes,New Dwelling house /Apartment,2016,10,NON_DUBLIN
Dublin,45000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,DUBLIN_OTHER
Kildare,155903.0,No,Yes,New Dwelling house /Apartment,2016,3,NON_DUBLIN
Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,NON_DUBLIN
Cork,185000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Meath,160000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,NON_DUBLIN
Dublin,396475.77,No,Yes,New Dwelling house /Apartment,2016,3,DUBLIN9
Dublin,300000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,DUBLIN7
Limerick,81500.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Cork,229074.88,No,Yes,New Dwelling house /Apartment,2016,7,NON_DUBLIN
Donegal,72000.0,No,No,Second-Hand Dwelling house /Apartment,2016,6,NON_DUBLIN
Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,DUBLIN_OTHER
Galway,206000.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,NON_DUBLIN
Cork,220000.0,No,No,Second-Hand Dwelling house /Apartment,2016,3,NON_DUBLIN
Wexford,255000.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,NON_DUBLIN
Dublin,335000.0,No,Yes,New Dwelling house /Apartment,2016,8,DUBLIN_OTHER
Dublin,255000.0,No,No,Second-Hand Dwelling house /Apartment,2016,5,DUBLIN15
Waterford,592500.0,No,No,Second-Hand Dwelling house /Apartment,2016,8,NON_DUBLIN
Dublin,675500.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,DUBLIN6
Dublin,330000.0,No,No,Second-Hand Dwelling house /Apartment,2016,2,DUBLIN24
Waterford,85000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,NON_DUBLIN
Wicklow,194000.0,No,No,Second-Hand Dwelling house /Apartment,2016,10,NON_DUBLIN
Louth,90000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,NON_DUBLIN
Wexford,125000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Dublin,307500.0,No,No,Second-Hand Dwelling house /Apartment,2016,1,DUBLIN_OTHER
Monaghan,39500.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Cork,140000.0,No,No,Second-Hand Dwelling house /Apartment,2016,11,NON_DUBLIN
Kilkenny,200000.0,No,No,Second-Hand Dwelling house /Apartment,2016,9,NON_DUBLIN
Sligo,55000.0,No,No,Second-Hand Dwelling house /Apartment,2016,7,NON_DUBLIN
