Price(€),NotFullMarketPrice,VATExclusive,DescriptionofProperty,SaleYear,SaleMonthIndex,Region_Encoded
240000.0,0,0,0,2017,23,357260.4677191011
485000.0,0,0,0,2017,24,149517.2112804878
165000.0,0,0,0,2017,23,138927.53039408868
348017.62,0,1,1,2017,20,357260.4677191011
50000.0,0,0,0,2017,22,142117.9899404762
380000.0,0,0,0,2017,16,221569.53396135266
140000.0,0,0,0,2017,14,126908.07854545455
65000.0,0,0,0,2017,15,92577.4161627907
160000.0,0,0,0,2017,17,101768.53846153847
96000.0,0,0,0,2017,13,198460.38056851312
335000.0,0,0,0,2017,22,169894.25173144878
170000.0,0,0,0,2017,18,206578.08441176472
533333.33,0,1,1,2017,14,302309.9607878788
58500.0,0,0,0,2017,14,121959.42273584906
340000.0,0,0,0,2017,21,289405.2858490566
675500.0,0,0,0,2017,22,357260.4677191011
255000.0,1,0,0,2017,24,206578.08441176472
485000.0,0,0,0,2017,16,357260.4677191011
207048.46,0,1,1,2017,20,140133.58445454546
134000.0,0,0,0,2017,23,198460.38056851312
311500.0,0,0,0,2017,16,221569.53396135266
155000.0,0,0,0,2017,18,147549.79817567568
150000.0,0,0,0,2017,18,121959.42273584906
304000.0,0,0,0,2017,16,138927.53039408868
123000.0,1,0,0,2017,17,147549.79817567568
35000.0,0,0,0,2017,22,198460.38056851312
65000.0,0,0,0,2017,16,169894.25173144878
352500.0,0,0,0,2017,14,302309.9607878788
378000.0,0,0,0,2017,17,138927.53039408868
480000.0,0,0,0,2017,15,247009.80948717947
278000.0,0,0,0,2017,23,198460.38056851312
145374.45,0,1,1,2017,14,139912.4143478261
47000.0,0,0,0,2017,20,149517.2112804878
256500.0,0,0,0,2017,17,92577.4161627907
22000.0,0,0,0,2017,21,198460.38056851312
95000.0,0,0,0,2017,18,139043.13263157895
207000.0,0,0,0,2017,14,149517.2112804878
415000.0,0,1,1,2017,22,221569.53396135266
212500.0,1,0,0,2017,21,198460.38056851312
140000.0,0,0,0,2017,14,289405.2858490566
233500.0,0,1,1,2017,21,221569.53396135266
128000.0,0,0,0,2017,17,169894.25173144878
338325.98,0,1,1,2017,15,376894.1872881356
135000.0,0,0,0,2017,20,124480.02530612245
73000.0,0,0,0,2017,24,247009.80948717947
78000.0,0,0,0,2017,23,98776.01653846154
251000.0,0,0,0,2017,22,264083.47983050847
35000.0,0,0,0,2017,22,92577.4161627907
281000.0,0,0,0,2017,16,247009.80948717947
208000.0,0,0,0,2017,17,101768.53846153847
201000.0,0,0,0,2017,18,239171.1843939394
95000.0,0,0,0,2017,19,169894.25173144878
82143.16,0,0,0,2017,15,106261.99716666665
235000.0,0,0,0,2017,23,139912.4143478261
317000.0,0,0,0,2017,22,239171.1843939394
259000.0,0,0,0,2017,18,129100.70456140352
90000.0,0,0,0,2017,16,92577.4161627907
675500.0,0,0,0,2017,14,495566.8431372549
220000.0,0,0,0,2017,17,160276.71928571427
365000.0,0,0,0,2017,14,169894.25173144878
140969.16,0,1,1,2017,20,357260.4677191011
185000.0,0,0,0,2017,21,221569.53396135266
300000.0,0,0,0,2017,24,139043.13263157895
239646.0,0,1,1,2017,19,221569.53396135266
176500.0,0,0,0,2017,24,206578.08441176472
387000.0,0,0,0,2017,14,357260.4677191011
391190.0,0,1,1,2017,23,169894.25173144878
80000.0,0,0,0,2017,22,130047.27415584415
40000.0,0,1,1,2017,20,106261.99716666665
310000.0,0,0,0,2017,18,302309.9607878788
268000.0,0,0,0,2017,23,247009.80948717947
207000.0,0,0,0,2017,13,221569.53396135266
118000.0,0,0,0,2017,17,99353.24882352941
255600.0,0,1,1,2017,24,139043.13263157895
315000.0,0,0,0,2017,17,198460.38056851312
220000.0,0,0,0,2017,20,357260.4677191011
202500.0,0,0,0,2017,14,357260.4677191011
545000.0,0,0,0,2017,13,376894.1872881356
675500.0,0,0,0,2017,18,357260.4677191011
160000.0,0,0,0,2017,21,99353.24882352941
75000.0,0,1,1,2017,13,106261.99716666665
134000.0,1,0,0,2017,18,92577.4161627907
204000.0,0,0,0,2017,17,139912.4143478261
233480.0,0,1,1,2017,18,247009.80948717947
191000.0,0,0,0,2017,13,270962.0605084746
295000.0,0,0,0,2017,21,198460.38056851312
70000.0,0,0,0,2017,18,106261.99716666665
165000.0,0,0,0,2017,16,169894.25173144878
675000.0,0,0,0,2017,24,357260.4677191011
160000.0,0,0,0,2017,22,198460.38056851312
270000.0,0,0,0,2017,17,198460.38056851312
485000.0,0,0,0,2017,20,321252.275
258149.78,0,1,1,2017,17,247009.80948717947
265000.0,0,0,0,2017,22,247009.80948717947
210000.0,0,0,0,2017,23,495566.8431372549
300000.0,0,0,0,2017,14,221569.53396135266
115000.0,0,0,0,2017,24,198460.38056851312
70000.0,0,0,0,2017,16,149517.2112804878
229074.89,0,1,1,2017,22,138927.53039408868
135000.0,0,0,0,2017,18,92577.4161627907
90000.0,1,0,0,2017,24,147549.79817567568
270000.0,0,0,0,2017,22,357260.4677191011
35000.0,0,0,0,2017,15,92577.4161627907
430000.0,0,0,0,2017,16,302309.9607878788
107000.0,0,0,0,2017,22,140133.58445454546
290000.0,0,0,0,2017,19,357260.4677191011
155000.0,0,0,0,2017,21,221569.53396135266
55357.0,0,0,0,2017,19,140133.58445454546
450000.0,0,0,0,2017,22,221569.53396135266
152000.0,0,0,0,2017,24,198460.38056851312
130000.0,0,0,0,2017,23,140133.58445454546
54000.0,1,0,0,2017,16,142117.9899404762
164000.0,0,0,0,2017,15,139912.4143478261
230000.0,0,0,0,2017,16,247009.80948717947
67000.0,0,0,0,2017,17,147549.79817567568
170000.0,0,1,1,2017,24,106261.99716666665
246000.0,0,0,0,2017,18,149517.2112804878
135000.0,0,0,0,2017,23,99353.24882352941
230000.0,0,0,0,2017,23,459132.85714285716
465000.0,0,0,0,2017,15,302309.9607878788
325000.0,0,1,1,2017,23,169894.25173144878
295000.0,0,0,0,2017,19,247009.80948717947
370000.0,0,0,0,2017,16,198460.38056851312
230000.0,0,0,0,2017,24,357260.4677191011
320000.0,0,0,0,2017,21,169894.25173144878
180000.0,0,0,0,2017,21,198460.38056851312
185000.0,0,0,0,2017,16,302309.9607878788
176211.45,0,1,1,2017,21,198460.38056851312
246696.0,0,1,1,2017,24,357260.4677191011
134000.0,0,0,0,2017,24,198460.38056851312
24583.0,1,0,0,2017,18,239171.1843939394
80000.0,0,0,0,2017,24,139912.4143478261
470000.0,0,0,0,2017,14,357260.4677191011
300000.0,0,0,0,2017,22,287404.2686567164
140000.0,0,0,0,2017,23,169894.25173144878
308370.0,0,1,1,2017,17,357260.4677191011
33902.0,0,0,0,2017,24,169894.25173144878
675500.0,0,0,0,2017,16,357260.4677191011
235000.0,0,0,0,2017,23,198460.38056851312
118750.0,0,0,0,2017,13,247009.80948717947
98000.0,0,0,0,2017,13,149517.2112804878
225000.0,0,0,0,2017,23,169894.25173144878
460000.0,0,0,0,2017,18,221569.53396135266
220000.0,0,0,0,2017,24,247009.80948717947
120000.0,0,0,0,2017,22,169894.25173144878
290000.0,0,0,0,2017,18,350585.13441860466
355000.0,0,0,0,2017,14,340899.4952083333
235000.0,0,0,0,2017,19,221569.53396135266
259000.0,0,0,0,2017,16,247009.80948717947
675500.0,0,1,1,2017,18,124480.02530612245
175000.0,0,0,0,2017,24,198460.38056851312
365000.0,0,0,0,2017,15,329827.0714285714
60000.0,0,0,0,2017,13,198460.38056851312
225000.0,0,0,0,2017,13,92577.4161627907
310000.0,0,0,0,2017,23,121959.42273584906
130000.0,0,0,0,2017,23,198460.38056851312
70000.0,0,0,0,2017,22,138927.53039408868
675500.0,0,0,0,2017,17,367124.02974358975
540000.0,0,0,0,2017,20,357260.4677191011
60000.0,0,1,1,2017,18,169894.25173144878
270000.0,0,0,0,2017,13,459132.85714285716
177000.0,0,0,0,2017,22,138927.53039408868
475770.0,0,1,1,2017,19,459132.85714285716
220000.0,0,0,0,2017,15,247009.80948717947
184000.0,0,0,0,2017,24,198460.38056851312
92373.34,0,1,1,2017,17,357260.4677191011
90000.0,0,0,0,2017,21,198460.38056851312
375000.0,0,0,0,2017,16,149517.2112804878
220000.0,0,0,0,2017,16,250783.76666666666
150000.0,0,0,0,2017,19,121959.42273584906
175000.0,0,0,0,2017,24,287404.2686567164
55000.0,0,0,0,2017,18,139043.13263157895
675500.0,0,0,0,2017,20,357260.4677191011
190000.0,0,0,0,2017,18,124480.02530612245
230000.0,0,0,0,2017,13,247009.80948717947
127000.0,0,0,0,2017,20,129100.70456140352
175000.0,0,0,0,2017,13,169894.25173144878
90000.0,0,0,0,2017,21,99353.24882352941
205000.0,0,1,1,2017,19,289405.2858490566
243000.0,0,0,0,2017,20,149517.2112804878
330000.0,0,0,0,2017,19,198460.38056851312
675500.0,0,0,0,2017,20,357260.4677191011
392071.0,0,1,1,2017,19,302309.9607878788
40000.0,0,0,0,2017,19,126908.07854545455
185000.0,0,0,0,2017,13,101768.53846153847
325991.0,0,1,1,2017,24,357260.4677191011
64000.0,0,0,0,2017,24,124480.02530612245
271500.0,0,0,0,2017,23,287404.2686567164
337000.0,0,0,0,2017,23,198460.38056851312
150000.0,0,0,0,2017,16,287404.2686567164
232511.0,0,1,1,2017,24,221569.53396135266
185000.0,0,0,0,2017,14,121959.42273584906
200000.0,0,0,0,2017,19,121959.42273584906
356828.2,0,1,1,2017,20,247009.80948717947
291500.0,0,0,0,2017,15,350585.13441860466
100000.0,0,0,0,2017,21,142117.9899404762
390000.0,0,0,0,2017,17,357260.4677191011
130000.0,0,0,0,2017,16,198460.38056851312
275000.0,0,0,0,2017,22,169894.25173144878
470000.0,0,0,0,2017,19,471697.3477272727
200000.0,0,0,0,2017,13,264083.47983050847
135000.0,0,0,0,2017,18,126908.07854545455
305000.0,0,1,1,2017,22,147549.79817567568
290000.0,0,0,0,2017,21,140133.58445454546
165000.0,0,0,0,2017,21,129100.70456140352
280000.0,0,0,0,2017,21,198460.38056851312
430000.0,0,0,0,2017,14,147549.79817567568
70000.0,0,0,0,2017,23,130047.27415584415
148000.0,0,0,0,2017,21,169894.25173144878
147500.0,0,0,0,2017,22,149517.2112804878
400000.0,0,0,0,2017,22,239171.1843939394
125000.0,0,0,0,2017,24,138927.53039408868
350000.0,0,0,0,2017,19,486409.44936170214
380600.0,0,1,1,2017,17,357260.4677191011
470000.0,0,0,0,2017,21,302309.9607878788
302095.0,0,0,0,2017,24,357260.4677191011
170000.0,0,0,0,2017,19,115289.87640449438
135000.0,0,0,0,2017,23,106261.99716666665
16000.0,0,0,0,2017,19,121959.42273584906
307000.0,0,0,0,2017,18,126908.07854545455
102000.0,0,0,0,2017,14,139912.4143478261
137000.0,0,0,0,2017,24,101768.53846153847
212000.0,0,0,0,2017,20,169894.25173144878
324000.0,0,0,0,2017,18,250783.76666666666
150000.0,0,0,0,2017,13,121959.42273584906
175000.0,0,0,0,2017,17,115289.87640449438
452500.0,0,0,0,2017,16,287404.2686567164
220000.0,0,0,0,2017,14,169894.25173144878
143000.0,0,0,0,2017,16,142117.9899404762
200000.0,0,0,0,2017,14,495566.8431372549
220000.0,0,0,0,2017,23,357260.4677191011
120000.0,0,0,0,2017,14,140133.58445454546
400000.0,0,0,0,2017,22,289405.2858490566
35000.0,0,0,0,2017,22,124480.02530612245
179000.0,0,0,0,2017,16,357260.4677191011
232500.0,1,1,1,2017,24,198460.38056851312
114537.44,0,1,1,2017,24,198460.38056851312
138000.0,0,0,0,2017,22,115289.87640449438
102000.0,0,0,0,2017,20,124480.02530612245
580000.0,0,0,0,2017,19,357260.4677191011
206000.0,0,0,0,2017,21,357260.4677191011
161000.0,0,0,0,2017,19,198460.38056851312
310000.0,0,0,0,2017,19,247009.80948717947
310000.0,0,1,1,2017,24,357260.4677191011
230000.0,0,0,0,2017,15,129100.70456140352
40000.0,0,0,0,2017,17,139043.13263157895
180000.0,0,0,0,2017,19,178090.23692307694
310000.0,0,0,0,2017,19,198460.38056851312
142291.0,0,1,1,2017,16,139043.13263157895
340000.0,0,0,0,2017,15,247009.80948717947
135000.0,0,0,0,2017,18,250783.76666666666
374450.0,0,1,1,2017,15,302309.9607878788
302095.0,0,0,0,2017,24,357260.4677191011
85000.0,0,0,0,2017,17,198460.38056851312
219339.2,0,1,1,2017,22,138927.53039408868
77812.0,0,0,0,2017,17,138927.53039408868
350000.0,0,0,0,2017,13,198460.38056851312
230000.0,0,1,1,2017,20,247009.80948717947
140000.0,0,0,0,2017,15,142117.9899404762
255175.0,0,1,1,2017,21,221569.53396135266
150000.0,0,0,0,2017,18,106261.99716666665
420000.0,0,0,0,2017,18,357260.4677191011
202643.0,0,1,1,2017,16,121959.42273584906
175000.0,0,0,0,2017,17,198460.38056851312
103000.0,0,0,0,2017,24,106261.99716666665
85000.0,0,0,0,2017,20,138927.53039408868
130000.0,0,0,0,2017,15,124480.02530612245
90750.0,0,0,0,2017,23,169894.25173144878
355000.0,0,0,0,2017,20,367124.02974358975
67000.0,0,0,0,2017,15,138927.53039408868
145000.0,0,0,0,2017,24,198460.38056851312
110000.0,0,0,0,2017,21,198460.38056851312
285000.0,0,0,0,2017,16,264083.47983050847
38000.0,0,0,0,2017,22,139912.4143478261
368000.0,0,0,0,2017,22,289405.2858490566
246000.0,0,0,0,2017,21,289405.2858490566
55000.0,0,0,0,2017,24,99353.24882352941
360000.0,0,0,0,2017,15,247009.80948717947
228000.0,0,0,0,2017,24,264083.47983050847
243700.44,0,1,1,2017,23,138927.53039408868
390000.0,0,0,0,2017,15,376894.1872881356
620000.0,0,0,0,2017,16,357260.4677191011
330000.0,0,0,0,2017,23,247009.80948717947
427313.0,0,1,1,2017,22,247009.80948717947
55000.0,0,0,0,2017,17,149517.2112804878
170000.0,0,0,0,2017,19,140133.58445454546
40000.0,0,0,0,2017,22,101768.53846153847
94000.0,0,0,0,2017,22,149517.2112804878
235000.0,0,0,0,2017,22,198460.38056851312
50000.0,0,0,0,2017,21,101768.53846153847
38000.0,0,0,0,2017,15,139912.4143478261
150000.0,0,0,0,2017,22,169894.25173144878
210000.0,0,0,0,2017,19,247009.80948717947
114950.0,0,0,0,2017,23,121959.42273584906
360000.0,0,0,0,2017,13,239171.1843939394
320000.0,0,0,0,2017,23,225084.1875
357000.0,0,0,0,2017,20,247009.80948717947
200000.0,0,0,0,2017,16,289405.2858490566
410000.0,0,0,0,2017,19,139912.4143478261
175000.0,0,0,0,2017,18,178090.23692307694
185021.0,0,1,1,2017,17,139043.13263157895
422000.0,0,0,0,2017,20,121959.42273584906
50000.0,0,0,0,2017,14,99353.24882352941
340000.0,0,0,0,2017,20,471697.3477272727
200000.0,0,0,0,2017,17,178090.23692307694
50000.0,0,0,0,2017,20,101768.53846153847
411000.0,0,0,0,2017,18,264083.47983050847
206542.31,0,1,1,2017,24,357260.4677191011
308370.0,0,1,1,2017,21,247009.80948717947
502203.0,0,1,1,2017,23,357260.4677191011
377000.0,0,0,0,2017,22,198460.38056851312
185000.0,0,0,0,2017,22,206578.08441176472
100000.0,0,0,0,2017,22,126908.07854545455
170000.0,0,0,0,2017,20,140133.58445454546
309308.37,0,1,1,2017,22,357260.4677191011
76000.0,0,0,0,2017,24,149517.2112804878
325000.0,0,0,0,2017,19,264083.47983050847
338038.35,0,1,1,2017,22,357260.4677191011
140000.0,0,0,0,2017,13,78111.70800000001
135000.0,0,0,0,2017,18,98776.01653846154
144000.0,0,0,0,2017,17,101768.53846153847
675500.0,0,0,0,2017,22,340899.4952083333
264317.18,0,1,1,2017,22,198460.38056851312
87000.0,0,0,0,2017,16,138927.53039408868
127000.0,0,0,0,2017,15,106261.99716666665
127000.0,0,0,0,2017,15,140133.58445454546
140000.0,0,0,0,2017,24,169894.25173144878
132158.58,0,1,1,2017,24,106261.99716666665
220000.0,0,0,0,2017,13,198460.38056851312
360000.0,0,0,0,2017,19,139912.4143478261
306900.0,0,0,0,2017,22,247009.80948717947
190000.0,1,0,0,2017,21,247009.80948717947
132000.0,0,0,0,2017,21,247009.80948717947
390000.0,0,0,0,2017,20,357260.4677191011
675500.0,0,0,0,2017,21,495566.8431372549
70000.0,1,0,0,2017,18,198460.38056851312
76000.0,0,0,0,2017,17,198460.38056851312
305000.0,0,0,0,2017,24,138927.53039408868
80000.0,0,0,0,2017,23,106261.99716666665
212500.0,0,0,0,2017,19,140133.58445454546
294669.6,0,1,1,2017,21,357260.4677191011
565000.0,0,0,0,2017,14,198460.38056851312
340000.0,0,0,0,2017,22,208668.59129032257
50000.0,0,0,0,2017,23,98776.01653846154
675500.0,0,0,0,2017,14,357260.4677191011
128000.0,0,0,0,2017,15,138927.53039408868
110000.0,0,0,0,2017,23,121959.42273584906
224670.0,0,1,1,2017,24,221569.53396135266
250000.0,0,0,0,2017,24,357260.4677191011
137000.0,0,0,0,2017,20,198460.38056851312
315000.0,0,0,0,2017,15,357260.4677191011
387666.0,0,1,1,2017,23,357260.4677191011
67000.0,0,0,0,2017,14,138927.53039408868
157000.0,0,0,0,2017,20,124480.02530612245
493392.0,0,1,1,2017,14,357260.4677191011
220000.0,0,0,0,2017,24,106261.99716666665
300000.0,0,0,0,2017,14,169894.25173144878
185000.0,0,0,0,2017,22,247009.80948717947
170000.0,0,0,0,2017,23,106261.99716666665
308367.35,0,1,1,2017,15,357260.4677191011
250617.0,0,1,1,2017,15,247009.80948717947
143500.0,0,0,0,2017,22,99353.24882352941
193000.0,0,0,0,2017,14,139043.13263157895
490000.0,0,0,0,2017,14,221569.53396135266
172000.0,0,0,0,2017,21,198460.38056851312
100000.0,0,0,0,2017,15,221569.53396135266
360000.0,0,0,0,2017,22,287404.2686567164
335000.0,0,1,1,2017,20,357260.4677191011
130000.0,0,0,0,2017,20,140133.58445454546
149000.0,0,0,0,2017,21,247009.80948717947
100000.0,0,0,0,2017,20,92577.4161627907
57000.0,0,0,0,2017,24,101768.53846153847
95000.0,0,0,0,2017,23,149517.2112804878
600000.0,0,0,0,2017,23,367124.02974358975
80000.0,0,0,0,2017,19,121959.42273584906
35000.0,0,0,0,2017,17,101768.53846153847
299000.0,0,0,0,2017,16,250783.76666666666
308370.04,0,1,1,2017,16,357260.4677191011
308370.05,0,1,1,2017,16,357260.4677191011
255000.0,0,0,0,2017,22,357260.4677191011
130000.0,0,0,0,2017,20,147549.79817567568
375000.0,0,0,0,2017,22,289405.2858490566
675500.0,0,0,0,2017,20,221569.53396135266
171805.0,0,1,1,2017,23,147549.79817567568
252150.0,0,0,0,2017,24,138927.53039408868
56000.0,0,0,0,2017,22,106261.99716666665
225000.0,0,0,0,2017,16,321252.275
117000.0,0,0,0,2017,24,124480.02530612245
80000.0,0,0,0,2017,20,129100.70456140352
452000.0,0,0,0,2017,18,206578.08441176472
188000.0,0,0,0,2017,22,140133.58445454546
207049.0,0,1,1,2017,16,147549.79817567568
210000.0,1,0,0,2017,23,247009.80948717947
345641.0,0,1,1,2017,22,357260.4677191011
55000.0,0,0,0,2017,24,149517.2112804878
160000.0,0,0,0,2017,17,142117.9899404762
308370.15,0,1,1,2017,16,357260.4677191011
25246.15,0,0,0,2017,18,138927.53039408868
64000.0,0,0,0,2017,22,126908.07854545455
290748.0,0,1,1,2017,17,357260.4677191011
150000.0,1,0,0,2017,19,239171.1843939394
658000.0,0,0,0,2017,14,471697.3477272727
235835.0,0,1,1,2017,22,169894.25173144878
216000.0,0,0,0,2017,16,357260.4677191011
155000.0,0,0,0,2017,20,206578.08441176472
105000.0,0,0,0,2017,19,138927.53039408868
65000.0,0,0,0,2017,15,139043.13263157895
45000.0,0,0,0,2017,13,142117.9899404762
240902.5,0,1,1,2017,16,221569.53396135266
85000.0,0,0,0,2017,23,129100.70456140352
130000.0,0,1,1,2017,20,198460.38056851312
240000.0,0,0,0,2017,20,198460.38056851312
305000.0,0,0,0,2017,20,321252.275
29000.0,0,0,0,2017,14,138927.53039408868
189000.0,0,0,0,2017,20,221569.53396135266
280000.0,0,0,0,2017,13,264083.47983050847
325000.0,0,0,0,2017,19,239171.1843939394
40000.0,0,0,0,2017,15,78111.70800000001
67000.0,0,0,0,2017,23,121959.42273584906
405000.0,0,0,0,2017,13,264083.47983050847
416000.0,0,0,0,2017,20,367124.02974358975
305000.0,0,0,0,2017,13,198460.38056851312
148634.36,0,1,1,2017,19,149517.2112804878
150000.0,0,0,0,2017,15,198460.38056851312
237000.0,0,0,0,2017,23,270962.0605084746
91000.0,0,1,1,2017,20,149517.2112804878
140969.0,0,1,1,2017,23,198460.38056851312
67000.0,0,0,0,2017,20,92577.4161627907
425000.0,0,0,0,2017,17,321252.275
245000.0,0,0,0,2017,13,289405.2858490566
258000.0,0,0,0,2017,24,459132.85714285716
95000.0,0,0,0,2017,19,92577.4161627907
255000.0,0,0,0,2017,13,147549.79817567568
235000.0,0,0,0,2017,24,198460.38056851312
75000.0,0,0,0,2017,21,142117.9899404762
467100.0,0,1,1,2017,20,302309.9607878788
136563.88,0,1,1,2017,17,140133.58445454546
40000.0,0,0,0,2017,24,138927.53039408868
185000.0,0,0,0,2017,16,178090.23692307694
198237.88,0,1,1,2017,22,198460.38056851312
9800.0,0,0,0,2017,18,106261.99716666665
265000.0,0,0,0,2017,18,247009.80948717947
405000.0,0,1,1,2017,13,357260.4677191011
71000.0,0,0,0,2017,20,138927.53039408868
155000.0,0,1,1,2017,21,140133.58445454546
195000.0,0,0,0,2017,22,147549.79817567568
81000.0,0,0,0,2017,24,247009.80948717947
458450.0,0,1,1,2017,20,289405.2858490566
40000.0,0,0,0,2017,16,92577.4161627907
415000.0,0,1,1,2017,21,78111.70800000001
290748.89,0,1,1,2017,24,198460.38056851312
185000.0,0,0,0,2017,20,129100.70456140352
375000.0,0,0,0,2017,24,367124.02974358975
57000.0,0,0,0,2017,21,101768.53846153847
96871.59,1,0,0,2017,13,367124.02974358975
224000.0,0,0,0,2017,21,198460.38056851312
240000.0,0,0,0,2017,13,247009.80948717947
675500.0,0,0,0,2017,13,357260.4677191011
277534.0,0,1,1,2017,16,357260.4677191011
190000.0,0,0,0,2017,18,138927.53039408868
560000.0,0,0,0,2017,24,486409.44936170214
200000.0,0,0,0,2017,24,198460.38056851312
238750.0,0,1,1,2017,23,147549.79817567568
675500.0,0,0,0,2017,21,486409.44936170214
230000.0,0,0,0,2017,13,140133.58445454546
180000.0,0,0,0,2017,23,140133.58445454546
281938.0,0,1,1,2017,18,247009.80948717947
321585.89,0,1,1,2017,24,357260.4677191011
278000.0,0,0,0,2017,17,198460.38056851312
325991.18,0,1,1,2017,20,289405.2858490566
675500.0,0,0,0,2017,20,471697.3477272727
235000.0,0,0,0,2017,24,357260.4677191011
85000.0,0,0,0,2017,14,357260.4677191011
113000.0,0,0,0,2017,13,124480.02530612245
157000.0,0,0,0,2017,18,140133.58445454546
167000.0,0,0,0,2017,20,169894.25173144878
287000.0,0,0,0,2017,20,357260.4677191011
142131.88,0,1,1,2017,16,357260.4677191011
36000.0,0,0,0,2017,20,92577.4161627907
170000.0,0,0,0,2017,16,178090.23692307694
185000.0,0,0,0,2017,24,99353.24882352941
430000.0,0,0,0,2017,20,357260.4677191011
675500.0,0,0,0,2017,21,357260.4677191011
331000.0,0,0,0,2017,22,340899.4952083333
429000.0,0,0,0,2017,15,459132.85714285716
62500.0,0,0,0,2017,16,78111.70800000001
255000.0,0,0,0,2017,19,302309.9607878788
219383.0,0,1,1,2017,24,147549.79817567568
335000.0,0,0,0,2017,22,198460.38056851312
675500.0,0,0,0,2017,14,357260.4677191011
150000.0,0,0,0,2017,24,208668.59129032257
286343.0,0,1,1,2017,16,357260.4677191011
64000.0,0,0,0,2017,20,147549.79817567568
112000.0,0,0,0,2017,13,149517.2112804878
276000.0,0,0,0,2017,22,247009.80948717947
340000.0,0,0,0,2017,20,289405.2858490566
232000.0,0,0,0,2017,16,287404.2686567164
136000.0,0,0,0,2017,18,169894.25173144878
675500.0,0,0,0,2017,19,302309.9607878788
42000.0,0,1,1,2017,15,92577.4161627907
206000.0,0,0,0,2017,19,247009.80948717947
270000.0,0,0,0,2017,24,321252.275
445000.0,0,0,0,2017,23,340899.4952083333
130000.0,0,0,0,2017,19,169894.25173144878
82000.0,0,0,0,2017,13,139912.4143478261
160000.0,0,0,0,2017,19,139043.13263157895
334801.76,0,1,1,2017,23,221569.53396135266
70000.0,0,0,0,2017,21,101768.53846153847
62000.0,0,0,0,2017,22,139043.13263157895
90510.0,0,0,0,2017,14,126908.07854545455
315000.0,0,0,0,2017,15,302309.9607878788
259912.0,0,1,1,2017,14,357260.4677191011
195000.0,0,0,0,2017,24,250783.76666666666
85000.0,0,0,0,2017,19,147549.79817567568
675500.0,0,0,0,2017,23,357260.4677191011
215859.03,0,1,1,2017,14,247009.80948717947
110132.0,0,1,1,2017,21,142117.9899404762
205000.0,0,0,0,2017,13,206578.08441176472
202000.0,0,0,0,2017,23,247009.80948717947
220000.0,0,0,0,2017,18,169894.25173144878
165000.0,0,0,0,2017,19,101768.53846153847
105000.0,0,0,0,2017,24,106261.99716666665
210000.0,0,0,0,2017,14,247009.80948717947
215000.0,0,0,0,2017,24,270962.0605084746
187000.0,0,0,0,2017,20,138927.53039408868
144000.0,0,0,0,2017,14,270962.0605084746
165000.0,1,0,0,2017,18,92577.4161627907
61740.0,0,0,0,2017,13,169894.25173144878
86818.0,0,0,0,2017,23,221569.53396135266
30000.0,1,0,0,2017,14,138927.53039408868
39000.0,0,0,0,2017,16,149517.2112804878
210000.0,0,0,0,2017,20,198460.38056851312
220000.0,0,0,0,2017,24,139912.4143478261
160000.0,0,0,0,2017,20,129100.70456140352
570000.0,0,0,0,2017,19,321252.275
70000.0,0,0,0,2017,20,147549.79817567568
240000.0,0,0,0,2017,22,302309.9607878788
122000.0,0,0,0,2017,17,98776.01653846154
65000.0,0,0,0,2017,23,149517.2112804878
273127.74,0,1,1,2017,14,247009.80948717947
310000.0,0,0,0,2017,18,376894.1872881356
400000.0,0,0,0,2017,19,357260.4677191011
475000.0,0,0,0,2017,24,459132.85714285716
385000.0,0,0,0,2017,19,302309.9607878788
50000.0,0,0,0,2017,15,198460.38056851312
675500.0,0,0,0,2017,20,471697.3477272727
137000.0,0,1,1,2017,19,101768.53846153847
259000.0,0,1,1,2017,18,302309.9607878788
471365.64,0,1,1,2017,15,357260.4677191011
272000.0,0,0,0,2017,18,126908.07854545455
75000.0,0,0,0,2017,22,140133.58445454546
80000.0,0,0,0,2017,14,101768.53846153847
141000.0,0,0,0,2017,13,198460.38056851312
475000.0,0,0,0,2017,21,247009.80948717947
250000.0,1,0,0,2017,20,250783.76666666666
130000.0,0,0,0,2017,24,78111.70800000001
173000.0,0,0,0,2017,14,92577.4161627907
63414.63,0,0,0,2017,24,142117.9899404762
105000.0,0,0,0,2017,24,115289.87640449438
260792.95,0,1,1,2017,22,198460.38056851312
198238.0,0,1,1,2017,23,169894.25173144878
108161.0,0,0,0,2017,13,270962.0605084746
250000.0,0,0,0,2017,23,198460.38056851312
120000.0,0,0,0,2017,15,198460.38056851312
299000.0,0,0,0,2017,24,142117.9899404762
53000.0,0,0,0,2017,19,78111.70800000001
68000.0,0,0,0,2017,20,139043.13263157895
280000.0,0,0,0,2017,21,486409.44936170214
220000.0,0,0,0,2017,14,289405.2858490566
675500.0,0,0,0,2017,21,302309.9607878788
292000.0,0,0,0,2017,21,357260.4677191011
166000.0,0,0,0,2017,17,140133.58445454546
132500.0,0,0,0,2017,24,121959.42273584906
201600.0,0,0,0,2017,24,250783.76666666666
290000.0,0,0,0,2017,18,198460.38056851312
205000.0,0,0,0,2017,22,350585.13441860466
192000.0,0,0,0,2017,22,221569.53396135266
95808.0,1,0,0,2017,24,247009.80948717947
193500.0,0,0,0,2017,17,270962.0605084746
202600.0,0,1,1,2017,23,247009.80948717947
575000.0,0,0,0,2017,13,459132.85714285716
